Format,AIM CSV File,,,,,,,,,
Venue,Summit point,,,,,,,,,
Vehicle,RF97,,,,,,,,,
User,Jon Doe,,,,,,,,,
Data Source,AIM Data Logger,,,,,,,,,
Comment,,,,,,,,,,
Date,8/1/14,,,,,,,,,
Time,8:45:05,,,,,,,,,
Sample Rate,20,,,,,,,,,
Duration,155.73,,,,,,,,,
Segment,Session,,,,,,,,,
Beacon Markers,"77.784, 155.730",,,,,,,,,
Segment Times,01:17.8,01:17.9,,,,,,,,
,,,,,,,,,,
Time,Distance,FBP,Steering,Vertical_acc,Lateral_acc,Longitudinal_a,Calculated_Gea,FF_RPM,FF_THROTTLE,GPS_Speed
Time,Distance,FBP,Steering,Vertical_acc,Lateral_acc,Longitudinal_a,Calculated_Gea,FF_RPM,FF_THROTTLE,GPS_Speed
sec,km,psi,deg,g,g,g,#,rpm,%,mph
,,1,2,3,4,5,6,7,8,9
,,,,,,,,,,
3.85,0.692,-5.004883,1.774648,0.758613,0.043477,-0.086313,4,6335,98.737244,125.689728
3.9,0.701,-5.480957,1.774648,0.736927,0.036439,-0.056238,4,6333.439941,98.517632,125.751869
3.95,0.71,-6.091309,1.774648,0.776509,0.071609,-0.056209,4,6268.259766,98.737244,125.814003
4,0.719,-6.70166,1.774648,0.818121,0.112934,-0.065905,4,6250,98.517632,125.876137
4.05,0.729,-7.312012,1.774648,0.861432,0.120978,-0.06978,4,6316.299805,98.737244,125.938278
4.1,0.738,-7.446289,1.774648,0.938438,0.085874,-0.061214,4,6268.700195,98.211746,126.000412
4.15,0.747,-7.446289,1.74169,1.048871,0.042576,-0.041477,4,6250,98.65097,126.086784
4.2,0.756,-7.922363,1.699437,1.131496,0.040593,-0.02249,4,6316.299805,98.517632,126.179985
4.25,0.766,-7.104492,1.690141,1.130188,0.074984,-0.023794,4,6268.700195,98.737244,126.273193
4.3,0.775,-5.883789,1.690141,1.057325,0.083029,-0.04217,4,6314.740234,98.517632,126.366402
4.35,0.784,-5.615234,1.690141,0.955196,0.038414,-0.033023,4,6334.560059,98.737244,126.459602
4.4,0.793,-5.615234,1.690141,0.862261,-0.007914,0.01557,4,6335,98.517632,126.552803
4.45,0.803,-6.567383,1.657183,0.81898,-0.017065,0.038527,4,6335,98.737244,126.646011
4.5,0.812,-6.359863,1.61493,0.841358,-0.012327,-0.002011,4,6335,98.517632,126.73922
4.55,0.821,-6.225586,1.638592,0.894708,-0.001224,-0.055481,4,6335,98.431358,126.880898
4.6,0.831,-5.273438,1.680845,0.911471,0.049226,-0.071489,4,6401.299805,98.737244,127.03624
4.65,0.84,-5.004883,1.690141,0.86077,0.126549,-0.056844,4,6353.700195,98.517632,127.118881
4.7,0.849,-5.480957,1.690141,0.804782,0.171468,-0.036775,4,6335,98.737244,127.181015
4.75,0.858,-4.663086,1.690141,0.817621,0.173844,-0.025704,4,6335,98.517632,127.243156
4.8,0.868,-4.870605,1.690141,0.882519,0.17415,-0.03271,4,6333.439941,97.51371,127.305298
4.85,0.877,-4.528809,1.690141,0.952428,0.176557,-0.060986,4,6333,97.866653,127.367432
4.9,0.886,-4.870605,1.690141,1.004984,0.14408,-0.087153,4,6333,98.345085,127.429565
4.95,0.896,-5.004883,1.723099,0.999461,0.081852,-0.067745,4,6400.859863,98.431358,127.491707
5,0.905,-5.004883,1.765352,0.934964,0.049836,-0.005354,4,6420,98.431358,127.553841
5.05,0.914,-5.004883,1.74169,0.909482,0.072733,0.030931,4,6353.700195,98.737244,127.591743
5.1,0.924,-5.932617,1.700282,0.975026,0.105018,-0.001977,4,6399.600098,98.525475,127.622192
5.15,0.933,-6.689453,1.690141,1.04996,0.102191,-0.064592,4,6421.52002,98.729401,127.653259
5.2,0.942,-7.299805,1.690141,1.055885,0.055686,-0.096554,4,6422,98.525475,127.684326
5.25,0.952,-7.910156,1.690141,1.039655,-0.007666,-0.099607,4,6420.47998,98.431358,127.739006
5.3,0.961,-7.128906,1.690141,1.071519,-0.037902,-0.111753,4,6420,98.729401,127.80114
5.35,0.97,-5.908203,1.690141,1.124133,-0.015049,-0.115755,4,6420,98.525475,127.863281
5.4,0.98,-5.151367,1.690141,1.133414,0.01931,-0.061279,4,6353.879883,98.431358,127.925423
5.45,0.989,-5.46875,1.658028,1.082765,0.029976,0.030146,4,6399.120117,98.729401,128.011169
5.5,0.998,-5.151367,1.615775,0.977862,0.037863,0.077558,4,6420,98.525475,128.10437
5.55,1.008,-5.46875,1.605634,0.846376,0.073538,0.031018,4,6421.52002,98.133316,128.197571
5.6,1.017,-6.542969,1.605634,0.763319,0.128236,-0.089418,4,6422,98.635284,128.290787
5.65,1.027,-5.908203,1.637746,0.783638,0.157453,-0.201151,4,6422,98.525475,128.360382
5.7,1.036,-5.151367,1.68,0.880191,0.1329,-0.22691,4,6422,98.729401,128.422516
5.75,1.045,-5.004883,1.658028,0.978071,0.091048,-0.173386,4,6420.47998,98.525475,128.48465
5.8,1.055,-6.396484,1.615775,1.008344,0.083756,-0.107783,4,6420,98.431358,128.546799
5.85,1.064,-6.835938,1.637746,0.948061,0.101479,-0.086221,4,6420,98.729401,128.608932
5.9,1.074,-6.835938,1.68,0.841899,0.10707,-0.113535,4,6420,98.823517,128.671066
5.95,1.083,-6.835938,1.690141,0.771687,0.095252,-0.136108,4,6420,98.525475,128.709579
6,1.092,-6.37207,1.690141,0.788029,0.076888,-0.100536,4,6420,98.431358,128.740646
6.05,1.102,-6.225586,1.722253,0.855478,0.062365,-0.027922,4,6421.52002,98.729401,128.759918
6.1,1.111,-5.297852,1.764507,0.881929,0.069305,0.015927,4,6488.879883,98.525475,128.775452
6.15,1.121,-5.46875,1.806761,0.832233,0.104158,0.015733,4,6441.600098,98.431358,128.790985
6.2,1.13,-6.542969,1.849014,0.779763,0.142223,0.017725,4,6420,98.729401,128.806534
6.25,1.139,-7.299805,1.827042,0.806923,0.152774,0.043847,4,6421.52002,98.525475,128.833862
6.3,1.149,-6.982422,1.784789,0.877186,0.144888,0.060115,4,6420.47998,98.431358,128.864929
6.35,1.158,-5.908203,1.806761,0.873852,0.158581,0.037037,4,6420,98.729401,128.895996
6.4,1.168,-4.223633,1.849014,0.799958,0.201731,-0.01592,4,6421.52002,98.823517,128.927063
6.45,1.177,-3.320313,1.79493,0.801879,0.230962,-0.051115,4,6488.879883,98.525475,128.958145
6.5,1.187,-5.493164,1.710423,0.912656,0.202427,-0.012674,4,6443.120117,98.431358,128.989212
6.55,1.196,-6.225586,1.690141,0.999911,0.130993,0.06509,4,6422,98.729401,129.114731
6.6,1.206,-5.761719,1.690141,1.026848,0.091742,0.076236,4,6422,98.823517,129.270081
6.65,1.215,-6.079102,1.722253,1.075861,0.12706,0.026583,4,6488.879883,98.525475,129.16568
6.7,1.225,-7.617188,1.764507,1.125708,0.187232,0.020779,4,6510,98.431358,128.979263
6.75,1.234,-7.592773,1.774648,1.087897,0.224037,0.069003,4,6443.120117,98.729401,128.816467
6.8,1.244,-8.374023,1.774648,1.001868,0.246503,0.11757,4,6420.47998,98.823517,128.661118
6.85,1.253,-7.739258,1.774648,0.963721,0.246044,0.163843,4,6421.52002,98.823517,128.364105
6.9,1.262,-6.054688,1.774648,0.942089,0.203479,0.166556,4,6420.47998,97.929398,128.022354
6.95,1.272,11.083984,1.774648,0.849185,0.15347,0.03713,4,6488.399902,86.619598,127.444481
7,1.281,64.599609,1.774648,0.707248,0.127209,-0.181637,4,6441.600098,27.403917,126.792038
7.05,1.291,125.756836,1.774648,0.631585,0.109313,-0.343197,4,6229.240234,9.207842,126.021538
7.1,1.3,194.995117,1.774648,0.728107,0.105513,-0.423354,4,6107.439941,9.019607,125.213753
7.15,1.309,272.119141,1.774648,0.96712,0.142095,-0.543888,4,6088,9.019607,124.240685
7.2,1.318,354.101563,1.774648,1.125869,0.187585,-0.787616,4,6149.560059,9.019607,123.215431
7.25,1.327,467.724609,1.774648,1.046817,0.178248,-1.08696,4,6047.399902,9.019607,121.930435
7.3,1.336,556.689453,1.774648,0.873271,0.124195,-1.296148,4,5682.959961,9.019607,120.563416
7.35,1.345,600.488281,1.742535,0.805215,0.111425,-1.355319,4,5580,9.317646,119.172783
7.4,1.353,612.573242,1.700282,0.838235,0.168128,-1.346979,4,5340.600098,9.411763,117.774696
7.45,1.362,615.283203,1.690141,0.893919,0.199449,-1.371609,4,5177.600098,10.007842,116.400223
7.5,1.37,612.475586,1.690141,0.953325,0.135636,-1.43074,4,5194.080078,11.090195,115.033211
7.55,1.378,608.203125,1.625916,1.004051,0.0607,-1.462217,4,4960.240234,11.670587,113.524529
7.6,1.386,599.291992,1.541408,1.019261,0.070285,-1.432216,4,5002.080078,12.062744,111.9711
7.65,1.394,585.668945,1.521127,0.98833,0.103135,-1.364804,4,4919.919922,12.454901,110.559341
7.7,1.402,560.351563,1.521127,0.931729,0.046835,-1.315639,4,4698.080078,12.549018,109.192322
7.75,1.41,523.31543,1.553239,0.906044,-0.080153,-1.322414,4,4786.680176,12.847057,107.801689
7.8,1.417,498.022461,1.595493,0.949651,-0.164201,-1.354456,4,4833,13.537253,106.403603
7.85,1.425,486.083984,1.605634,1.009055,-0.16349,-1.337608,4,4990.319824,14.023528,105.029129
7.9,1.432,470.898438,1.605634,0.994881,-0.14836,-1.258485,4,4958.680176,14.415685,103.662117
7.95,1.44,457.519531,1.637746,0.914957,-0.17454,-1.184233,4,4933,14.807841,102.365936
8,1.447,444.848633,1.68,0.862937,-0.207518,-1.155885,4,4818.240234,14.901958,101.092125
8.05,1.454,431.103516,1.722253,0.873979,-0.198484,-1.136417,4,4820,14.603919,99.86554
8.1,1.462,403.613281,1.764507,0.884737,-0.143262,-1.081747,4,4757.52002,14.509802,98.65387
8.15,1.469,380.688477,1.742535,0.846625,-0.05736,-1.0098,4,4771.240234,14.211762,97.394966
8.2,1.476,361.938477,1.700282,0.796528,0.026146,-0.984388,4,4858.240234,13.819606,96.121155
8.25,1.483,353.833008,1.658028,0.790672,0.06188,-1.035501,4,5129.759766,13.427449,94.918182
8.3,1.49,358.227539,1.615775,0.824852,0.046741,-1.103894,4,5297.680176,13.631371,93.737579
8.35,1.496,374.829102,1.573521,0.856968,0.015941,-1.105126,4,5326.759766,13.427449,92.533363
8.4,1.503,392.041016,1.531268,0.878631,-0.023059,-1.045185,4,5236.560059,10.949018,91.321686
8.45,1.51,412.695313,1.489014,0.912598,-0.085442,-1.004583,4,5121.359863,9.30196,90.06279
8.5,1.516,428.356934,1.447606,0.959584,-0.147176,-1.01768,4,5014.080078,9.019607,88.814461
8.55,1.522,434.265137,1.467887,1.001099,-0.157457,-1.047035,4,4946.779785,9.019607,87.563637
8.6,1.529,429.187012,1.510141,1.004348,-0.094396,-1.054516,4,4895.259766,9.019607,86.320892
8.65,1.535,422.607422,1.521127,0.939054,-0.002759,-1.04502,4,4882,9.019607,85.009178
8.7,1.541,420.568848,1.521127,0.852516,0.0477,-1.054221,4,4882,9.019607,83.673225
8.75,1.547,428.088379,1.552394,0.856363,0.0265,-1.111677,3.63,5038.879883,9.019607,82.33728
8.8,1.553,441.625977,1.594648,0.952375,-0.030951,-1.214,3.13,5014.819824,9.019607,81.001328
8.85,1.559,457.629395,1.636901,1.010699,-0.059194,-1.322062,3,4947.779785,9.019607,79.596413
8.9,1.565,461.914063,1.679155,0.972964,-0.03966,-1.370398,3,5053.140137,9.019607,78.167259
8.95,1.57,458.752441,1.721408,0.91493,-0.02296,-1.321222,3,5054.299805,9.019607,76.692123
9,1.576,449.060059,1.763662,0.901114,-0.04214,-1.236212,3,5040,9.019607,75.200829
9.05,1.581,442.431641,1.774648,0.913953,-0.06657,-1.208158,2.63,5000.779785,9.019607,73.617577
9.1,1.587,434.838867,1.774648,0.909888,-0.072358,-1.21505,2.13,5066.919922,9.019607,72.002007
9.15,1.592,425.390625,1.805915,0.872492,-0.052467,-1.171296,2,5054.299805,9.019607,70.524391
9.2,1.597,416.52832,1.848169,0.830778,0.024577,-1.093008,2,4961.560059,9.019607,69.095238
9.25,1.602,412.04834,1.827887,0.839748,0.143459,-1.065537,2,5053.140137,9.019607,67.551132
9.3,1.607,409.448242,1.785634,0.918929,0.219384,-1.104183,2,5015.080078,9.019607,65.966637
9.35,1.612,408.361816,1.774648,1.010738,0.234631,-1.161878,2,4986.259766,9.019607,64.497093
9.4,1.617,406.848145,1.774648,1.033717,0.270553,-1.203084,2,5066.660156,9.019607,63.067936
9.45,1.621,405.01709,1.837183,0.984212,0.383579,-1.20915,2,5014.339844,9.309802,61.77673
9.5,1.626,400.024414,1.92169,0.928454,0.545101,-1.180314,2,4909.040039,9.411763,60.533985
9.55,1.631,390.307617,2.1,0.89742,0.673732,-1.149441,2,4919.740234,9.701959,59.291245
9.6,1.635,379.772949,2.311268,0.881109,0.713498,-1.143535,2,4895.259766,10.094116,58.0485
9.65,1.64,367.138672,2.58507,0.895164,0.711141,-1.139976,2,4919.740234,11.647058,57.127628
9.7,1.644,340.161133,2.880845,0.950649,0.762122,-1.093843,2,4933.740234,18.541174,56.319843
9.75,1.648,287.646484,3.145352,1.001523,0.89099,-0.998175,1.63,4895.52002,21.364702,55.718979
9.8,1.653,243.188477,3.398873,0.982986,1.037222,-0.893829,1.13,4998.919922,24.76078,55.190811
9.85,1.657,216.320801,3.558592,0.876456,1.11501,-0.805464,1,5080.700195,27.623526,54.70863
9.9,1.661,185.15625,3.685352,0.745498,1.112047,-0.693586,1,5135.700195,30.556858,54.242599
9.95,1.665,126.586914,3.874648,0.701577,1.147677,-0.519728,1,5109.299805,31.662741,53.868534
10,1.669,68.029785,4.085916,0.7856,1.303704,-0.328118,1,5095,32.345093,53.526779
10.05,1.673,41.845703,4.516057,0.915348,1.464292,-0.1972,1,5178.620117,31.098036,53.460915
10.1,1.677,32.299805,5.023098,0.986655,1.513093,-0.141087,1,5165.819824,30.298035,53.491982
10.15,1.681,27.685547,5.530141,0.979215,1.524994,-0.110991,1,5109.560059,30.196074,53.4081
10.2,1.685,25.830078,6.037183,0.943948,1.591284,-0.074831,1,5054.299805,30.486271,53.283825
10.25,1.69,24.157715,6.638028,0.922401,1.658724,-0.050528,1,5079.959961,30.298035,53.297497
10.3,1.694,21.875,7.271831,0.909551,1.655587,-0.057032,1,5094.740234,30.196074,53.359634
10.35,1.698,20.336914,7.68676,0.899442,1.616046,-0.079793,1,5094.259766,29.905878,53.467751
10.4,1.702,20.019531,8.024789,0.909454,1.60666,-0.099167,1,5094.740234,28.352938,53.592026
10.45,1.706,20.019531,8.112676,0.928491,1.614692,-0.108347,1,5095,27.552938,53.670319
10.5,1.71,20.019531,8.112676,0.920873,1.589952,-0.104547,1,5094.259766,27.741173,53.732456
10.55,1.714,19.116211,8.018873,0.901168,1.549521,-0.094147,1,5094.740234,28.423525,53.886555
10.6,1.718,17.895508,7.892112,0.910585,1.532117,-0.091743,1,5095,31.23921,54.072968
10.65,1.722,17.578125,7.734084,0.929722,1.519064,-0.098471,1,5135.700195,35.349014,54.190407
10.7,1.726,17.578125,7.56507,0.918639,1.497977,-0.094511,1,5150,38.501953,54.283611
10.75,1.73,17.126465,7.208451,0.904148,1.494495,-0.059868,1,5109.299805,39.796074,54.399807
10.8,1.735,15.161133,6.785915,0.921754,1.500358,0.002649,1,5178.620117,40.290192,54.524082
10.85,1.739,14.526367,6.519718,0.937475,1.494256,0.068467,1,5251.660156,40.392151,54.648357
10.9,1.743,14.074707,6.308451,0.924394,1.520533,0.107923,1,5181.160156,38.94117,54.772633
10.95,1.747,13.464355,6.316056,0.927788,1.617491,0.100793,1,5151,38.141171,54.827934
11,1.751,12.402344,6.400564,0.984171,1.710664,0.054965,1,5236.839844,38.039211,54.859001
11.05,1.755,12.536621,6.610141,1.069575,1.717242,0.012773,1,5267,37.749016,54.93605
11.1,1.759,11.340332,6.863662,1.1472,1.676707,0.005697,1,5267,37.647053,55.029255
11.15,1.763,11.315918,7.117183,1.181607,1.646914,0.009303,1,5267,37.647053,55.076481
11.2,1.768,10.119629,7.370704,1.136756,1.631224,-0.015365,1,5310.660156,37.647053,55.107548
11.25,1.772,9.643555,7.592957,1.03138,1.670819,-0.058894,1,5280.859863,37.937248,55.092636
11.3,1.776,7.836914,7.804225,0.944881,1.782997,-0.085757,1,5310.140137,38.329407,55.061569
11.35,1.78,6.750488,7.859155,0.921988,1.860994,-0.084302,1,5326,38.721561,55.087978
11.4,1.784,4.785156,7.859155,0.930347,1.840432,-0.059917,1,5326.740234,39.11372,55.134583
11.45,1.788,5.053711,7.859155,0.935358,1.804985,-0.019373,1,5371.399902,40.086269,55.181183
11.5,1.793,4.016113,7.859155,0.943076,1.810577,0.014581,1,5387,42.133327,55.227787
11.55,1.797,3.991699,7.859155,0.954373,1.796823,0.020721,1,5387,45.647053,55.308876
11.6,1.801,3.69873,7.859155,0.955777,1.714238,0.020555,1,5387,51.89019,55.402081
11.65,1.805,2.636719,7.734084,0.957794,1.604118,0.050337,1,5387,56.917641,55.495285
11.7,1.809,1.867676,7.56507,0.976708,1.537727,0.102585,1,5434.359863,63.552933,55.58849
11.75,1.814,1.708984,7.364789,1.001464,1.527191,0.144284,1,5451,68.972542,55.79665
11.8,1.818,1.708984,7.153521,1.016632,1.528199,0.170269,1,5497.620117,82.964691,56.0452
11.85,1.822,2.587891,6.855211,1.026623,1.521482,0.20222,1,5514,95.639206,56.311146
11.9,1.826,1.171875,6.517183,1.0419,1.518995,0.247998,1,5514,98.823517,56.590763
11.95,1.831,-1.708984,6.24,1.049871,1.519292,0.278398,1,5561.52002,98.541161,56.89275
12,1.835,-3.442383,5.986479,1.026833,1.543553,0.264241,1,5628.959961,98.431358,57.203438
12.05,1.839,-3.344727,5.854648,0.999133,1.624377,0.212105,1,5646.560059,98.713715,57.558861
12.1,1.844,-3.173828,5.770141,1.023144,1.700143,0.156101,1,5647.439941,98.541161,57.931683
12.15,1.848,-2.734375,5.655211,1.08156,1.688604,0.144554,1,5696.240234,98.431358,58.304504
12.2,1.853,-2.563477,5.52845,1.110492,1.635588,0.197855,1,5715,98.713715,58.677326
12.25,1.857,-2.563477,5.371267,1.102643,1.597922,0.252399,1,5766.839844,98.823517,59.050148
12.3,1.862,-3.00293,5.202253,1.072702,1.526878,0.240033,1,5736.600098,98.541161,59.422974
12.35,1.866,-3.613281,5.002817,1.010262,1.423395,0.207831,1,5717,98.713715,59.795795
12.4,1.871,-4.223633,4.791549,0.934339,1.381557,0.227392,1,5767.399902,98.541161,60.168617
12.45,1.875,-3.955078,4.580282,0.888152,1.39793,0.256138,1,5891.399902,98.431358,60.541439
12.5,1.88,-3.78418,4.369014,0.870612,1.370049,0.227787,1,5932,98.713715,60.914265
12.55,1.884,-3.344727,4.279437,0.8461,1.291204,0.182199,1,5878.720215,98.823517,61.287086
12.6,1.889,-3.613281,4.237183,0.805704,1.257947,0.188933,1,5858.720215,98.541161,61.659908
12.65,1.893,-4.663086,4.255775,0.788556,1.304098,0.232941,1,5911.560059,98.431358,62.010361
